level_0,index,Area_Type,State Name,District Name,Water_Body_Type,Water_body_in_use,Reason_for_Water_Body_Use,Water_Body_Nature,construcion_year,construction_cost,Renovation_Year,renovation_cost,Repair_Renovation_Status,Original_Storage_Capacity,Present_Storage_Capacity,filled_up_storage_name,filled_up_storage_space_name,no_people_benefited_by_water_body,reason_water_body_in_use_name2,storage_capacity_change,population_density_benefited
730,730,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,5292,1764,Upto 1/2,Usually filled up,4.0,,-3528,1.1251010766788274
731,731,Rural,UTTARAKHAND,NANITAL,Tank,1,Irrigation,Man-made,2017.0,75000.0,,,0,28,28,Full,Filled up every year,4.0,Domestic/Drinking,0,1.1251010766788274
732,732,Rural,UTTARAKHAND,NANITAL,Tank,1,Irrigation,Man-made,2017.0,75000.0,,,0,28,27,Full,Filled up every year,5.0,Domestic/Drinking,-1,1.1251010766788274
733,733,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2016.0,80000.0,,,0,2100,1200,Upto 3/4,Usually filled up,1.0,Ground water recharge,-900,1.1251010766788274
734,734,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,6210,4968,Full,Filled up every year,26.0,,-1242,1.1251010766788274
735,735,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,2100,1900,Nil/Negligible filled up,Never filled up,10.0,,-200,1.1251010766788274
736,736,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2016.0,50000.0,,,0,1800,1200,Upto 1/2,Filled up every year,8.0,Ground water recharge,-600,1.1251010766788274
737,737,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,6235,4988,Full,Filled up every year,45.0,,-1247,1.1251010766788274
738,738,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2002.0,40000.0,2010.0,5000.0,0,26950,8085,Upto 1/2,Usually filled up,12.0,Religious,-18865,1.617
739,739,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Man-made,2005.0,80000.0,2012.0,10000.0,0,1890,1200,Upto 3/4,Usually filled up,15.0,Ground water recharge,-690,0.12
740,740,Rural,UTTARAKHAND,NANITAL,Ponds,1,Irrigation,Man-made,2017.0,125000.0,,,0,180,175,Full,Filled up every year,11.0,Pisciculture,-5,1.1251010766788274
741,741,Rural,UTTARAKHAND,NANITAL,Tank,1,Irrigation,Man-made,2017.0,100000.0,,,0,180,175,Full,Filled up every year,14.0,Pisciculture,-5,1.1251010766788274
742,742,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,2400,1200,Upto 3/4,Usually filled up,60.0,,-1200,1.1251010766788274
743,743,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,5400,2600,Upto 3/4,Usually filled up,25.0,,-2800,1.1251010766788274
744,744,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,2400,1200,Upto 3/4,Usually filled up,20.0,,-1200,1.1251010766788274
745,745,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,3600,1800,Full,Filled up every year,20.0,,-1800,1.1251010766788274
746,746,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,2400,1000,Nil/Negligible filled up,Never filled up,20.0,,-1400,1.1251010766788274
747,747,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,52800,26400,Full,Filled up every year,50.0,,-26400,1.1251010766788274
748,748,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,30000,28500,Upto 3/4,Usually filled up,25.0,,-1500,1.1251010766788274
749,749,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,612,408,Upto 1/2,Usually filled up,2.0,,-204,1.1251010766788274
750,750,Rural,UTTARAKHAND,ALMORA,Tank,1,Pisciculture,Man-made,2018.0,145000.0,,,0,168,168,Upto 1/4,Rarely filled up,7.0,Ground water recharge,0,1.1251010766788274
751,751,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,3770,2827,Full,Filled up every year,3.0,,-943,1.1251010766788274
752,752,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,8800,4400,Full,Filled up every year,25.0,,-4400,1.1251010766788274
753,753,Rural,UTTARAKHAND,CHAMPAWAT,Ponds,1,Pisciculture,Man-made,2016.0,50000.0,,,0,36,30,Upto 3/4,Usually filled up,1.0,Recreation,-6,1.1251010766788274
754,754,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,132020,113160,Full,Filled up every year,25.0,,-18860,1.1251010766788274
755,755,Rural,UTTARAKHAND,CHAMPAWAT,Ponds,1,Pisciculture,Man-made,2015.0,15000.0,,,0,200,180,Full,Filled up every year,10.0,,-20,1.1251010766788274
756,756,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,7875,3375,Full,Filled up every year,500.0,,-4500,1.1251010766788274
757,757,Rural,UTTARAKHAND,ALMORA,Water consv schemes/percolation tanks/check-dams,1,Ground water recharge,Man-made,2005.0,8000000.0,2019.0,200000.0,0,0,0,,,1200.0,,0,0.0
758,758,Rural,UTTARAKHAND,ALMORA,Tank,1,Pisciculture,Man-made,2017.0,480000.0,,,0,71,71,Upto 3/4,Usually filled up,6.0,,0,1.1251010766788274
759,759,Rural,UTTARAKHAND,ALMORA,Tank,1,Pisciculture,Man-made,2018.0,200000.0,,,0,50,50,Full,Filled up every year,4.0,,0,1.1251010766788274
760,760,Rural,UTTARAKHAND,ALMORA,Tank,1,Pisciculture,Man-made,2017.0,200000.0,,,0,50,50,Full,Filled up every year,4.0,,0,1.1251010766788274
761,761,Rural,UTTARAKHAND,CHAMPAWAT,Ponds,1,Irrigation,Man-made,2003.0,790000.0,,,0,375,375,Upto 3/4,Usually filled up,11.0,Ground water recharge,0,1.1251010766788274
762,762,Rural,UTTARAKHAND,ALMORA,Reservoirs,1,Irrigation,Man-made,2016.0,36000000.0,,,0,6890,6890,Full,Filled up every year,100.0,,0,1.1251010766788274
763,763,Urban,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,625,10,Nil/Negligible filled up,Never filled up,3.0,,-615,1.1251010766788274
764,764,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,5400,4700,Full,Filled up every year,15.0,Pisciculture,-700,1.1251010766788274
765,765,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,600,300,Full,Filled up every year,22.0,,-300,1.1251010766788274
766,766,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,435,435,Full,Usually filled up,30.0,,0,1.1251010766788274
767,767,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Man-made,2017.0,2000000.0,,,0,14280,8000,Upto 1/2,Usually filled up,15.0,Ground water recharge,-6280,1.1251010766788274
768,768,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Natural,,,,,0,16890,8400,Upto 1/2,Usually filled up,26.0,Ground water recharge,-8490,1.1251010766788274
769,769,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,11880,5900,Upto 1/2,Usually filled up,15.0,Other,-5980,1.1251010766788274
770,770,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Natural,,,,,0,13200,6000,Upto 1/2,Usually filled up,20.0,Ground water recharge,-7200,1.1251010766788274
771,771,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Natural,,,,,0,24948,12475,Upto 1/2,Usually filled up,20.0,Ground water recharge,-12473,1.1251010766788274
772,772,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,9660,100,Nil/Negligible filled up,Rarely filled up,1.0,,-9560,1.1251010766788274
773,773,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,9261,3087,Upto 1/2,Usually filled up,1.0,,-6174,1.1251010766788274
774,774,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,4500,4080,Full,Filled up every year,2.0,,-420,1.1251010766788274
775,775,Rural,UTTARAKHAND,DEHRADUN,Tank,1,Irrigation,Man-made,2018.0,60000.0,,,0,40,15,Upto 1/2,Usually filled up,1.0,Pisciculture,-25,1.1251010766788274
776,776,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,800,400,Full,Filled up every year,10.0,,-400,1.1251010766788274
777,777,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,800,400,Full,Filled up every year,10.0,,-400,1.1251010766788274
778,778,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,22400,11200,Upto 3/4,Usually filled up,10.0,,-11200,1.1251010766788274
779,779,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Natural,,,,,0,880,400,Upto 1/2,Usually filled up,20.0,Ground water recharge,-480,1.1251010766788274
780,780,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,1350,180,Nil/Negligible filled up,Never filled up,5.0,,-1170,1.1251010766788274
781,781,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,2306,1845,Full,Filled up every year,45.0,,-461,1.1251010766788274
782,782,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,1,1,Nil/Negligible filled up,Rarely filled up,2.0,,0,1.1251010766788274
783,783,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,4158,4158,Full,Usually filled up,45.0,,0,1.1251010766788274
784,784,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,2800,1970,Full,Filled up every year,8.0,,-830,1.1251010766788274
785,785,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Man-made,2004.0,60000.0,2010.0,20000.0,0,7020,3510,Upto 1/2,Usually filled up,10.0,Ground water recharge,-3510,0.1755
786,786,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Other,Man-made,2005.0,80000.0,2008.0,20000.0,0,10080,5040,Upto 1/2,Usually filled up,8.0,Pisciculture,-5040,0.252
787,787,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Man-made,2001.0,60000.0,2010.0,20000.0,0,5120,1700,Upto 1/2,Usually filled up,8.0,Other,-3420,0.085
788,788,Rural,UTTARAKHAND,PITHORGARH,Lakes,1,Ground water recharge,Man-made,2016.0,9400000.0,,,0,1814,100,Full,Filled up every year,200.0,Recreation,-1714,1.1251010766788274
789,789,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,10400,9540,Full,Filled up every year,20.0,,-860,1.1251010766788274
790,790,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Natural,,,2015.0,20000.0,0,38800,20000,Upto 1/2,Usually filled up,20.0,Ground water recharge,-18800,1.0
791,791,Rural,UTTARAKHAND,DEHRADUN,Ponds,1,Ground water recharge,Man-made,2017.0,18000.0,,,0,40,40,Upto 3/4,Usually filled up,2.0,Other,0,1.1251010766788274
792,792,Rural,UTTARAKHAND,DEHRADUN,Ponds,1,Ground water recharge,Man-made,2010.0,14000.0,,,0,58,50,Upto 1/2,Usually filled up,2.0,,-8,1.1251010766788274
793,793,Rural,UTTARAKHAND,PAURI,Tank,1,Pisciculture,Man-made,2018.0,100000.0,,,0,126,21,Upto 1/2,Usually filled up,5.0,,-105,1.1251010766788274
794,794,Rural,UTTARAKHAND,DEHRADUN,Ponds,0,other,Man-made,2011.0,60000.0,,,0,50000,200,Upto 1/4,Rarely filled up,3.0,,-49800,1.1251010766788274
795,795,Rural,UTTARAKHAND,DEHRADUN,Ponds,0,other,Man-made,2017.0,50000.0,,,0,70000,100,Upto 3/4,Usually filled up,1.0,,-69900,1.1251010766788274
796,796,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,900,450,Full,Filled up every year,25.0,,-450,1.1251010766788274
797,797,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,1054,547,Upto 1/2,Usually filled up,36.0,,-507,1.1251010766788274
798,798,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Man-made,2010.0,140000.0,2017.0,20000.0,0,3500,1800,Upto 3/4,Usually filled up,10.0,Ground water recharge,-1700,0.09
799,799,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,2640,1584,Full,Filled up every year,21.0,,-1056,1.1251010766788274
800,800,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Man-made,2009.0,120000.0,2017.0,10000.0,0,2000,1200,Upto 3/4,Usually filled up,10.0,Ground water recharge,-800,0.12
801,801,Rural,UTTARAKHAND,DEHRADUN,Ponds,1,Irrigation,Natural,,,,,0,14400,12000,Upto 3/4,Filled up every year,6.0,Ground water recharge,-2400,1.1251010766788274
802,802,Rural,UTTARAKHAND,DEHRADUN,Ponds,1,Irrigation,Man-made,2018.0,100000.0,,,0,72,70,Upto 1/2,Usually filled up,5.0,Ground water recharge,-2,1.1251010766788274
803,803,Rural,UTTARAKHAND,ALMORA,Others,1,Domestic/Drinking,Man-made,2016.0,380400000.0,,,0,0,0,,,35513.0,,0,1.1251010766788274
804,804,Rural,UTTARAKHAND,UTTARKASHI,Reservoirs,1,Pisciculture,Man-made,2009.0,320000.0,,,0,45,45,Full,Usually filled up,12.0,,0,1.1251010766788274
805,805,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,6000,4900,Full,Filled up every year,8.0,,-1100,1.1251010766788274
806,806,Rural,UTTARAKHAND,DEHRADUN,Ponds,1,Ground water recharge,Man-made,2012.0,50000.0,2016.0,100000.0,0,360,180,Upto 1/2,Usually filled up,10.0,Other,-180,0.0018
807,807,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,2008.0,20000.0,0,19200,840,Upto 1/4,Rarely filled up,2.0,,-18360,0.042
808,808,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,14250,10930,Full,Filled up every year,20.0,,-3320,1.1251010766788274
809,809,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,1336,668,Upto 1/2,Usually filled up,15.0,,-668,1.1251010766788274
810,810,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Natural,,,2012.0,10000.0,0,1950,1200,Upto 1/2,Usually filled up,10.0,Ground water recharge,-750,0.12
811,811,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,7029,3514,Upto 1/2,Usually filled up,40.0,,-3515,1.1251010766788274
812,812,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,15363,15363,Full,Usually filled up,70.0,,0,1.1251010766788274
813,813,Rural,UTTARAKHAND,DEHRADUN,Ponds,1,Ground water recharge,Natural,,,2018.0,373000.0,0,800,600,Upto 3/4,Filled up every year,5.0,,-200,0.001608579
814,814,Rural,UTTARAKHAND,DEHRADUN,Ponds,1,Ground water recharge,Natural,,,,,0,225,180,Upto 3/4,Filled up every year,6.0,,-45,1.1251010766788274
815,815,Urban,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,148260,29652,Upto 1/2,Usually filled up,3.0,,-118608,1.1251010766788274
816,816,Rural,UTTARAKHAND,DEHRADUN,Ponds,1,Ground water recharge,Natural,,,,,0,1050,9000,Upto 3/4,Usually filled up,4.0,,7950,1.1251010766788274
817,817,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,2810,1405,Upto 1/2,Usually filled up,2.0,,-1405,1.1251010766788274
818,818,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Natural,,,2015.0,10000.0,0,1360,680,Upto 1/2,Usually filled up,8.0,Ground water recharge,-680,0.068
819,819,Rural,UTTARAKHAND,UTTARKASHI,Tank,0,other,Man-made,2005.0,80000.0,,,0,50,50,Nil/Negligible filled up,Rarely filled up,1.0,,0,1.1251010766788274
820,820,Rural,UTTARAKHAND,UTTARKASHI,Tank,1,Pisciculture,Man-made,2014.0,200000.0,,,0,50,50,Full,Filled up every year,1.0,Irrigation,0,1.1251010766788274
821,821,Rural,UTTARAKHAND,UTTARKASHI,Tank,1,Pisciculture,Man-made,2015.0,300000.0,,,0,50,50,Full,Filled up every year,1.0,Irrigation,0,1.1251010766788274
822,822,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Man-made,2018.0,200000.0,,,0,12,10,Full,Usually filled up,10.0,Religious,-2,1.1251010766788274
823,823,Rural,UTTARAKHAND,DEHRADUN,Others,1,Pisciculture,Man-made,2018.0,200000.0,,,0,0,0,,,8.0,,0,1.1251010766788274
